     1.000     1.000     1.000     0.000    -0.326     0.264    -1.328    -1.286  9930.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     0.000     1.000    -0.981    -1.164    -1.328    -1.286  3595.900     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     0.000     1.000     0.000     0.002    -0.402    -1.328    -1.286 24909.500     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -0.326    -0.688    -1.328    -1.286  7506.100     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -1.308    -0.117    -1.328    -1.286   289.800     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -0.981    -1.164    -1.328    -1.286  4056.500     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     0.000     1.000     0.000     0.002    -1.069    -1.328    -1.286     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -0.326    -0.212    -1.328    -1.286  8472.200     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     0.000     1.000     0.000     1.312    -1.164    -1.328    -1.286  2164.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     1.000     0.000     0.000     0.000     0.002    -0.117    -1.328    -1.286 12418.100     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -0.981    -1.450    -1.328    -1.286  8173.900     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     0.000     1.000     0.000     0.329    -1.260    -1.328    -1.286 17094.600     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -1.308    -1.545    -1.328    -1.286     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     1.000     1.000     1.000     0.000    -0.653    -0.688    -1.328    -1.286 18739.900     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -1.636    -1.641    -1.328    -1.286  3023.900     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -0.653    -1.450    -1.328    -1.286  3228.500     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     0.000     1.000     0.000     0.329    -0.688    -1.328    -1.286 14581.900     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -0.653    -1.069    -1.328    -1.286  7693.400     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     0.000     1.000     0.000     0.002     0.550    -1.328    -1.286 10804.300     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     0.000     1.000     0.000     0.002    -0.783    -1.328    -1.286 10747.400     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -0.326    -1.069    -1.328    -1.286     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     0.000     0.000     0.000     0.657     0.645    -1.328    -1.286  5149.500     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     0.000     0.000    -0.981     0.359    -1.328    -1.286  6408.900     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -0.326    -0.974    -1.328    -1.286  1991.400     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -0.653    -1.545    -1.328    -1.286 11163.200     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     1.000     1.000     1.000     0.000    -0.326    -0.498    -1.328    -1.286  9643.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -0.326    -0.879    -1.328    -1.286  9897.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     0.000     1.000    -0.653    -0.688    -1.328    -1.286 11142.900     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -0.653    -1.641    -1.328    -1.286 16218.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -0.326    -0.974    -1.328    -1.286   995.700     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -0.653    -1.641    -1.328    -1.286     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
     0.000     1.000     1.000     0.000    -2.618     1.312    -1.328    -1.286  6551.600     0.000     0.000     0.000     0.000     0.000     0.000    -0.065     0.004     1.096     0.003     0.000    -0.039 1
