9930	1	1	1	1	0	-0.325650699797234	0.264214037029416	-1.32849941594128	-1.28629345669947
3595.9	1	0	1	0	1	-0.980624851645056	-1.16437890675246	-1.32849941594128	-1.28629345669947
24909.5	1	0	0	1	0	0.0018363761266763	-0.402462670068794	-1.32849941594128	-1.28629345669947
7506.1	1	0	1	1	0	-0.325650699797234	-0.68818125882517	-1.32849941594128	-1.28629345669947
289.8	1	0	1	1	0	-1.30811192756897	-0.116744081312418	-1.32849941594128	-1.28629345669947
4056.5	1	0	1	1	0	-0.980624851645056	-1.16437890675246	-1.32849941594128	-1.28629345669947
0	1	0	0	1	0	0.0018363761266763	-1.069139377167	-1.32849941594128	-1.28629345669947
8472.2	1	0	1	1	0	-0.325650699797234	-0.211983610897877	-1.32849941594128	-1.28629345669947
2164	1	0	0	1	0	1.31178467982232	-1.16437890675246	-1.32849941594128	-1.28629345669947
12418.1	1	1	0	0	0	0.0018363761266763	-0.116744081312418	-1.32849941594128	-1.28629345669947
8173.9	1	0	1	1	0	-0.980624851645056	-1.45009749550884	-1.32849941594128	-1.28629345669947
17094.6	1	0	0	1	0	0.329323452050587	-1.25961843633792	-1.32849941594128	-1.28629345669947
0	1	0	1	1	0	-1.30811192756897	-1.5453370250943	-1.32849941594128	-1.28629345669947
18739.9	1	1	1	1	0	-0.653137775721145	-0.68818125882517	-1.32849941594128	-1.28629345669947
3023.9	1	0	1	1	0	-1.63559900349288	-1.64057655467976	-1.32849941594128	-1.28629345669947
3228.5	1	0	1	1	0	-0.653137775721145	-1.45009749550884	-1.32849941594128	-1.28629345669947
14581.9	1	0	0	1	0	0.329323452050587	-0.68818125882517	-1.32849941594128	-1.28629345669947
7693.4	1	0	1	1	0	-0.653137775721145	-1.069139377167	-1.32849941594128	-1.28629345669947
10804.3	1	0	0	1	0	0.0018363761266763	0.549932625785792	-1.32849941594128	-1.28629345669947
10747.4	1	0	0	1	0	0.0018363761266763	-0.783420788410628	-1.32849941594128	-1.28629345669947
0	1	0	1	1	0	-0.325650699797234	-1.069139377167	-1.32849941594128	-1.28629345669947
5149.5	1	0	0	0	0	0.656810527974498	0.645172155371251	-1.32849941594128	-1.28629345669947
6408.9	1	0	1	0	0	-0.980624851645056	0.359453566614875	-1.32849941594128	-1.28629345669947
1991.4	1	0	1	1	0	-0.325650699797234	-0.973899847581546	-1.32849941594128	-1.28629345669947
11163.2	1	0	1	1	0	-0.653137775721145	-1.5453370250943	-1.32849941594128	-1.28629345669947
9643	1	1	1	1	0	-0.325650699797234	-0.497702199654253	-1.32849941594128	-1.28629345669947
9897	1	0	1	1	0	-0.325650699797234	-0.878660317996087	-1.32849941594128	-1.28629345669947
11142.9	1	0	1	0	1	-0.653137775721145	-0.68818125882517	-1.32849941594128	-1.28629345669947
16218	1	0	1	1	0	-0.653137775721145	-1.64057655467976	-1.32849941594128	-1.28629345669947
995.7	1	0	1	1	0	-0.325650699797234	-0.973899847581546	-1.32849941594128	-1.28629345669947
0	1	0	1	1	0	-0.653137775721145	-1.64057655467976	-1.32849941594128	-1.28629345669947
